diary_date,activity_text,source_file,worksheet
2025-06-30,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,042
2025-06-30,Removal of Asphalt Material,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,042
2025-06-30,Removal of Asphalt Material,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,042
2025-06-30,Removal of Asphalt Material,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,042
2025-07-01,Ongoing Import Fill to verges,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,043
2025-07-01,Ongoing Import Fill to verges,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,043
2025-07-01,Ongoing Import Fill to verges,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,043
2025-07-01,Ongoing Removal of Ballast and backfill with sand,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,043
2025-07-01,Ongoing Removal of Ballast and backfill with sand,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,043
2025-07-01,Ongoing Removal of Ballast and backfill with sand,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,043
2025-07-01,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,043
2025-07-01,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,043
2025-07-01,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,043
2025-07-01,Transport of Ballast Material to site nominated by client,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,043
2025-07-01,Transport of Ballast Material to site nominated by client,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,043
2025-07-01,Transport of Ballast Material to site nominated by client,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,043
2025-07-02,Met with WC onsite to discuss caison methodology and inspect SPM crossings,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-02,Met with WC onsite to discuss caison methodology and inspect SPM crossings,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-02,Met with WC onsite to discuss caison methodology and inspect SPM crossings,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-02,Ongoing Import Fill to verges,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-02,Ongoing Import Fill to verges,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-02,Ongoing Import Fill to verges,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-02,Ongoing Removal of Ballast to Norht of Sump,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-02,Ongoing Removal of Ballast to Norht of Sump,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-02,Ongoing Removal of Ballast to Norht of Sump,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-02,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-02,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-02,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-02,Transport of Ballast Material to site nominated by client,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-02,Transport of Ballast Material to site nominated by client,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-02,Transport of Ballast Material to site nominated by client,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,044
2025-07-03,Commence Caisson at Forrest Street End,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,045
2025-07-03,Commence Caisson at Forrest Street End,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,045
2025-07-03,Commence Caisson at Forrest Street End,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,045
2025-07-03,Gas Startup Meeting Took Place,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,045
2025-07-03,Gas Startup Meeting Took Place,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,045
2025-07-03,Gas Startup Meeting Took Place,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,045
2025-07-03,Ongoing Import Fill to verges,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,045
2025-07-03,Ongoing Import Fill to verges,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,045
2025-07-03,Ongoing Import Fill to verges,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,045
2025-07-03,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,045
2025-07-03,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,045
2025-07-03,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,045
2025-07-04,Completion of Caisson Works Forrest Street,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,046
2025-07-04,Completion of Caisson Works Forrest Street,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,046
2025-07-04,Completion of Caisson Works Forrest Street,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,046
2025-07-04,Gas Materials and Irrigation Sleeves onsite,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,046
2025-07-04,Gas Materials and Irrigation Sleeves onsite,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,046
2025-07-04,Gas Materials and Irrigation Sleeves onsite,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,046
2025-07-04,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,046
2025-07-04,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,046
2025-07-04,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,046
2025-07-04,Trimming of Batters,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,046
2025-07-04,Trimming of Batters,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,046
2025-07-04,Trimming of Batters,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,046
2025-07-07,Backfill Restricted due to rain,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,047
2025-07-07,Backfill Restricted due to rain,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,047
2025-07-07,Backfill Restricted due to rain,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,047
2025-07-07,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,047
2025-07-07,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,047
2025-07-07,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,047
2025-07-08,Fencing of Foreshore Drive for museum place intersection,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,048
2025-07-08,Fencing of Foreshore Drive for museum place intersection,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,048
2025-07-08,Fencing of Foreshore Drive for museum place intersection,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,048
2025-07-08,Gas Laying Commenced,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,048
2025-07-08,Gas Laying Commenced,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,048
2025-07-08,Gas Laying Commenced,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,048
2025-07-08,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,048
2025-07-08,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,048
2025-07-08,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,048
2025-07-09,Installed temp fencing to foreshire drive footpath,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,049
2025-07-09,Installed temp fencing to foreshire drive footpath,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,049
2025-07-09,Installed temp fencing to foreshire drive footpath,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,049
2025-07-09,Ongoing underground services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,049
2025-07-09,Ongoing underground services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,049
2025-07-09,Ongoing underground services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,049
2025-07-10,Commenced Drainage to 525 Line,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,050
2025-07-10,Commenced Drainage to 525 Line,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,050
2025-07-10,Commenced Drainage to 525 Line,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,050
2025-07-10,Installed temp fencing to foreshire drive footpath,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,050
2025-07-10,Installed temp fencing to foreshire drive footpath,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,050
2025-07-10,Installed temp fencing to foreshire drive footpath,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,050
2025-07-10,Ongoing underground services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,050
2025-07-10,Ongoing underground services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,050
2025-07-10,Ongoing underground services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,050
2025-07-11,Ongoing Drainage to 525 Line,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,051
2025-07-11,Ongoing Drainage to 525 Line,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,051
2025-07-11,Ongoing Drainage to 525 Line,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,051
2025-07-11,Ongoing underground services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,051
2025-07-11,Ongoing underground services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,051
2025-07-11,Ongoing underground services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,051
2025-07-11,Preparation to watercorp shut down,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,051
2025-07-11,Preparation to watercorp shut down,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,051
2025-07-11,Preparation to watercorp shut down,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,051
2025-07-12,Ongoing underground services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,052
2025-07-12,Ongoing underground services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,052
2025-07-12,Ongoing underground services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,052
2025-07-12,Passed 525 and 600 Pipe Beneath sewer pressure main,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,052
2025-07-12,Passed 525 and 600 Pipe Beneath sewer pressure main,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,052
2025-07-12,Passed 525 and 600 Pipe Beneath sewer pressure main,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,052
2025-07-14,Complete 525 Culvert (Extend into Future Area),001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,053
2025-07-14,Complete 525 Culvert (Extend into Future Area),001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,053
2025-07-14,Complete 525 Culvert (Extend into Future Area),001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,053
2025-07-14,Ongoing underground services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,053
2025-07-14,Ongoing underground services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,053
2025-07-14,Ongoing underground services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,053
2025-07-15,Commenced digging 600 crossing encountered potential clash with existing deep drainage line,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,054
2025-07-15,Commenced digging 600 crossing encountered potential clash with existing deep drainage line,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,054
2025-07-15,Commenced digging 600 crossing encountered potential clash with existing deep drainage line,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,054
2025-07-15,Ongoing underground services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,054
2025-07-15,Ongoing underground services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,054
2025-07-15,Ongoing underground services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,054
2025-07-16,3E onsite for electrical inspection,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,055
2025-07-16,3E onsite for electrical inspection,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,055
2025-07-16,3E onsite for electrical inspection,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,055
2025-07-16,Commenced digging 300 crossing,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,055
2025-07-16,Commenced digging 300 crossing,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,055
2025-07-16,Commenced digging 300 crossing,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,055
2025-07-16,Ongoing underground services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,055
2025-07-16,Ongoing underground services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,055
2025-07-16,Ongoing underground services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,055
2025-07-16,Surveyed existing deep stormwater to confirm clash Issue,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,055
2025-07-16,Surveyed existing deep stormwater to confirm clash Issue,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,055
2025-07-16,Surveyed existing deep stormwater to confirm clash Issue,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,055
2025-07-17,Completed digging 600 crossing trench,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,056
2025-07-17,Completed digging 600 crossing trench,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,056
2025-07-17,Completed digging 600 crossing trench,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,056
2025-07-17,Laying of Pipework to 300 crossing (COGG Inspected),001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,056
2025-07-17,Laying of Pipework to 300 crossing (COGG Inspected),001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,056
2025-07-17,Laying of Pipework to 300 crossing (COGG Inspected),001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,056
2025-07-17,Ongoing underground services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,056
2025-07-17,Ongoing underground services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,056
2025-07-17,Ongoing underground services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,056
2025-07-18,Backfill 300 Drainage Crossing,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,057
2025-07-18,Backfill 300 Drainage Crossing,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,057
2025-07-18,Backfill 300 Drainage Crossing,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,057
2025-07-18,Lay Pipes to 600 Crossing Inspected by COGG,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,057
2025-07-18,Lay Pipes to 600 Crossing Inspected by COGG,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,057
2025-07-18,Lay Pipes to 600 Crossing Inspected by COGG,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,057
2025-07-18,Ongoing underground services-Connections to New,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,057
2025-07-18,Ongoing underground services-Connections to New,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,057
2025-07-18,Ongoing underground services-Connections to New,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,057
2025-07-19,Backfill 600 Drainage Crossing,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,058
2025-07-19,Backfill 600 Drainage Crossing,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,058
2025-07-19,Backfill 600 Drainage Crossing,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,058
2025-07-19,Sewer Connection,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,058
2025-07-19,Sewer Connection,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,058
2025-07-19,Sewer Connection,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,058
2025-07-21,Backfill 600 Drainage Crossing,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,059
2025-07-21,Backfill 600 Drainage Crossing,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,059
2025-07-21,Backfill 600 Drainage Crossing,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,059
2025-07-21,Sewer Connection,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,059
2025-07-21,Sewer Connection,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,059
2025-07-21,Sewer Connection,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,059
2025-07-22,Ongoing Drainge Forrest Street Section Inspected by COGG,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,060
2025-07-22,Ongoing Drainge Forrest Street Section Inspected by COGG,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,060
2025-07-22,Ongoing Drainge Forrest Street Section Inspected by COGG,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,060
2025-07-22,Ongoing Underground Services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,060
2025-07-22,Ongoing Underground Services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,060
2025-07-22,Ongoing Underground Services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,060
2025-07-23,Ongoing Drainge Forrest Street Section Inspected by COGG,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,061
2025-07-23,Ongoing Drainge Forrest Street Section Inspected by COGG,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,061
2025-07-23,Ongoing Drainge Forrest Street Section Inspected by COGG,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,061
2025-07-23,Ongoing Underground Services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,061
2025-07-23,Ongoing Underground Services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,061
2025-07-23,Ongoing Underground Services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,061
2025-07-23,Setting of lids to forrest street,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,061
2025-07-23,Setting of lids to forrest street,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,061
2025-07-23,Setting of lids to forrest street,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,061
2025-07-24,Commenced Cutting of pits for lids,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,062
2025-07-24,Commenced Cutting of pits for lids,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,062
2025-07-24,Commenced Cutting of pits for lids,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,062
2025-07-24,Completed backfill of drainage to forrest street,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,062
2025-07-24,Completed backfill of drainage to forrest street,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,062
2025-07-24,Completed backfill of drainage to forrest street,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,062
2025-07-24,Ongoing Underground Services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,062
2025-07-24,Ongoing Underground Services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,062
2025-07-24,Ongoing Underground Services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,062
2025-07-24,Sink Holes to southern side of site investigated and backfilled,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,062
2025-07-24,Sink Holes to southern side of site investigated and backfilled,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,062
2025-07-24,Sink Holes to southern side of site investigated and backfilled,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,062
2025-07-25,Completed backfill of drainage to forrest street,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,063
2025-07-25,Completed backfill of drainage to forrest street,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,063
2025-07-25,Completed backfill of drainage to forrest street,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,063
2025-07-25,Installation of irrigation sleeves,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,063
2025-07-25,Installation of irrigation sleeves,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,063
2025-07-25,Installation of irrigation sleeves,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,063
2025-07-25,Ongoing Cutting for Lids to drainage pids,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,063
2025-07-25,Ongoing Cutting for Lids to drainage pids,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,063
2025-07-25,Ongoing Cutting for Lids to drainage pids,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,063
2025-07-25,Ongoing Underground Services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,063
2025-07-25,Ongoing Underground Services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,063
2025-07-25,Ongoing Underground Services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,063
2025-07-26,Backfilling of Underground Services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,064
2025-07-26,Backfilling of Underground Services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,064
2025-07-26,Backfilling of Underground Services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,064
2025-07-26,Install 1 irrigation sleeve,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,064
2025-07-26,Install 1 irrigation sleeve,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,064
2025-07-26,Install 1 irrigation sleeve,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,064
2025-07-26,Removal of Rubbish,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,064
2025-07-26,Removal of Rubbish,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,064
2025-07-26,Removal of Rubbish,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,064
2025-07-28,Backfill of Underground Services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,065
2025-07-28,Backfill of Underground Services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,065
2025-07-28,Backfill of Underground Services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,065
2025-07-28,Ongoing cutting of Drainage lids,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,065
2025-07-28,Ongoing cutting of Drainage lids,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,065
2025-07-28,Ongoing cutting of Drainage lids,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,065
2025-07-28,Repairs to Site Fencing,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,065
2025-07-28,Repairs to Site Fencing,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,065
2025-07-28,Repairs to Site Fencing,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,065
2025-07-29,Backfill of Underground Services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,066
2025-07-29,Backfill of Underground Services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,066
2025-07-29,Backfill of Underground Services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,066
2025-07-29,Commenced Irrigation Mainline,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,066
2025-07-29,Commenced Irrigation Mainline,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,066
2025-07-29,Commenced Irrigation Mainline,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,066
2025-07-29,Completed Irrigation Sleeves,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,066
2025-07-29,Completed Irrigation Sleeves,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,066
2025-07-29,Completed Irrigation Sleeves,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,066
2025-07-29,Drillers onsite Baily Street,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,066
2025-07-29,Drillers onsite Baily Street,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,066
2025-07-29,Drillers onsite Baily Street,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,066
2025-07-29,Ongoing Underground Services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,066
2025-07-29,Ongoing Underground Services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,066
2025-07-29,Ongoing Underground Services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,066
